"","year","province","provincecode","gobernadore","partido","division","sex","name2","surname3"
"719",2010,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE LA GOBERNACIÓN","M","ALEJANDRO","CAZABÁN"
"720",2011,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE TRABAJO, JUSTICIA Y GOBIERNO","M","RODOLFO","CONZÁLEZ"
"721",2011,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL Y DERECHOS HUMANOS","M","PABLO","ELIZALDE"
"722",2011,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE SEGURIDAD","M","HUMBERTO","ARANDA"
"723",2011,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE HACIENDA Y FINANZAS","M","FABIÁN","COSTA"
"724",2011,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE AGROINDUSTRIA Y TECNOLOGÍA","M","LUIS","ÁLVAREZ"
"725",2011,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE SALUD","M","WASHINGTON","DÍAZ"
"726",2011,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA Y ENERGÍA","M","DANIEL","BALDASSO"
"727",2011,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE TURISMO","M","ROBERTO","ESPINA"
"728",2011,"MENDOZA",13,"Celso Jaque","Frente para la Victoria","MINISTERIO DE CULTURA","F","BEATRIZ","IBÁÑEZ"
"729",2012,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE TRABAJO, JUSTICIA Y GOBIERNO","M","RODOLFO","CONZÁLEZ"
"730",2012,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL Y DERECHOS HUMANOS","M","PABLO","ELIZALDE"
"731",2012,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE SEGURIDAD","M","HUMBERTO","ARANDA"
"732",2012,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE HACIENDA Y FINANZAS","M","FABIÁN","COSTA"
"733",2012,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE AGROINDUSTRIA Y TECNOLOGÍA","M","DANIEL","BARG"
"734",2012,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE SALUD","M","WASHINGTON","DÍAZ"
"735",2012,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA Y ENERGÍA","M","DANIEL","BALDASSO"
"736",2012,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE TURISMO","M","ROBERTO","ESPINA"
"737",2012,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE CULTURA","F","BEATRIZ","IBÁÑEZ"
"738",2013,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE TRABAJO, JUSTICIA Y GOBIERNO","M","RODOLFO","CONZÁLEZ"
"739",2013,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL Y DERECHOS HUMANOS","M","PABLO","ELIZALDE"
"740",2013,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE SEGURIDAD","M","HUMBERTO","ARANDA"
"741",2013,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE HACIENDA Y FINANZAS","M","FABIÁN","COSTA"
"742",2013,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE AGROINDUSTRIA Y TECNOLOGÍA","M","DANIEL","BARG"
"743",2013,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE SALUD","M","WASHINGTON","DÍAZ"
"744",2013,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA Y ENERGÍA","M","DANIEL","BALDASSO"
"745",2013,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE TURISMO","M","ROBERTO","ESPINA"
"746",2013,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE CULTURA","F","BEATRIZ","IBÁÑEZ"
"747",2014,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE TRABAJO, JUSTICIA Y GOBIERNO","M","RODOLFO","CONZÁLEZ"
"748",2014,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL Y DERECHOS HUMANOS","M","PABLO","ELIZALDE"
"749",2014,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE SEGURIDAD","M","HUMBERTO","ARANDA"
"750",2014,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE HACIENDA Y FINANZAS","M","FABIÁN","COSTA"
"751",2014,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE AGROINDUSTRIA Y TECNOLOGÍA","M","DANIEL","BARG"
"752",2014,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE SALUD","M","WASHINGTON","DÍAZ"
"753",2014,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA Y ENERGÍA","M","DANIEL","BALDASSO"
"754",2014,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE TURISMO","M","ROBERTO","ESPINA"
"755",2014,"MENDOZA",13,"Francisco Pérez","Frente para la Victoria","MINISTERIO DE CULTURA","F","BEATRIZ","IBÁÑEZ"
"756",2008,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE BIENESTAR SOCIAL, LA MUJER Y LA JUVENTUD","M","MARIO","LOSADA"
"757",2008,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE CULTURA Y EDUCACION","M","HUGO","PASSALACQUA"
"758",2008,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ECOLOGIA, RECURSOS NATURALES RENOVABLES Y TURISMO","M","HORACIO","BLODEK"
"759",2008,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ESTADO DE DERECHOS HUMANOS","M","EDMUNDO","VIETA"
"760",2008,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ESTADO DE HACIENDA, FINANZAS, OBRAS Y SERVICIOS PUBLICOS","M","DANIEL","HASSAN"
"761",2008,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ESTADO GENERAL Y DE COORDINACION DE GABINETE","M","RICARDO","ESCOBAR"
"762",2008,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE GOBIERNO","M","JORGE","FRANCO"
"763",2008,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE SALUD PUBLICA","M","JOSE","GUCCIONE"
"764",2008,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DEL AGRO Y LA PRODUCCION","M","AGR","ZIEGLER"
"765",2008,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ESTADO DE TRABAJO Y EMPLEO","F","CLAUDIA","GAUTO"
"766",2009,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ESTADO GENERAL Y DE COORDINACION DE GABINETE","M","RICARDO","ESCOBAR"
"767",2009,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE GOBIERNO","M","JORGE","FRANCO"
"768",2009,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE CULTURA Y EDUCACION","M","ARNALDO","JACOBO"
"769",2009,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE SALUD PUBLICA","M","JOSE","GUCCIONE"
"770",2009,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ESTADO DE HACIENDA, FINANZAS, OBRAS Y SERVICIOS PUBLICOS","M","DANIEL","HASSAN"
"771",2009,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ECOLOGIA, RECURSOS NATURALES RENOVABLES Y TURISMO","M","HORACIO","BLODEK"
"772",2009,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","Ministerio Secretaría de Estado de Acción
Cooperativa, Mutual, Comercio e Integración","F","FABIOLA","BIANCO"
"773",2009,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","Ministerio Secretaría de Estado de
Trabajo y Empleo","F","NOEMÍ","GAUTO"
"774",2009,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE BIENESTAR SOCIAL, LA MUJER Y LA JUVENTUD","M","MARIO","LOSADA"
"775",2009,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","Ministro Secretario de Estado de Derechos Humanos","M","SORIA","VIETA"
"776",2009,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","Ministerio Secretaría del Agro y la Producción","M","JOAQUIN","ORTEGA"
"777",2010,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ACCIÓN COOPERATIVA, MUTUAL, COMERCIO E INTEGRACIÓN","F","FABIOLA","BIANCO"
"778",2010,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE COORDINACIÓN DE GABINETE","M","ADOLFO","ESCOBAR"
"779",2010,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO  DE GOBIERNO","M","DANIEL","FRANCO"
"780",2010,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE CULTURA, EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","ARNALDO","JACOBO"
"781",2010,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE SALUD PÚBLICA","M","DANIEL","GUCCIONE"
"782",2010,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE HACIENDA, FINANZAS, OBRAS Y SERVICIOS PÚBLICOS","M","RUBÉN","HASSAN"
"783",2010,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ECOLOGÍA Y RECURSOS NATURALES DE RENOVABLES","M","HUMBERTO","BLODEK"
"784",2010,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE TRABAJO Y EMPLEO","F","NOEMÍ","GAUTO"
"785",2010,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE DESARROLLO SOCIAL, LA MUJER Y LA JUVENTUD","M","JOAQUÍN","LOSADA"
"786",2010,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE DERECHOS HUMANOS","M","SORIA","VIETA"
"787",2010,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DEL AGRO Y LA PRODUCCIÓN","M","MARCELO","SYNIUK"
"788",2011,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE COORDINACIÓN DE GABINETE","M","ADOLFO","ESCOBAR"
"789",2011,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO  DE GOBIERNO","M","DANIEL","FRANCO"
"790",2011,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE CULTURA, EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","ARNALDO","JACOBO"
"791",2011,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE SALUD PÚBLICA","M","DANIEL","GUCCIONE"
"792",2011,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ACCIÓN COOPERATIVA, MUTUAL, COMERCIO E INTEGRACIÓN","F","FABIOLA","BIANCO"
"793",2011,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE HACIENDA, FINANZAS, OBRAS Y SERVICIOS PÚBLICOS","M","RUBÉN","HASSAN"
"794",2011,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","Ministerio Secretaría de Ecología y
Recursos Naturales Renovables","F","BINA","ROVIRA"
"795",2011,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ACCIÓN COOPERATIVA, MUTUAL, COMERCIO E INTEGRACIÓN","F","FABIOLA","BIANCO"
"796",2011,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE DESARROLLO SOCIAL, LA MUJER Y LA JUVENTUD","M","JOAQUÍN","LOSADA"
"797",2011,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE DERECHOS HUMANOS","M","SORIA","VIETA"
"798",2011,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","Ministerio Secretaría del Agro y la Producción","M","JOAQUIN","ORTEGA"
"799",2011,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","Ministerio Secretaría de Turismo",NA,"HUMBERTO","BLODEK"
"800",2012,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ACCIÓN COOPERATIVA, MUTUAL, COMERCIO E INTEGRACIÓN","F","FABIOLA","BIANCO"
"801",2012,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE COORDINACIÓN DE GABINETE","M","ADOLFO","ESCOBAR"
"802",2012,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO  DE GOBIERNO","M","DANIEL","FRANCO"
"803",2012,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE CULTURA, EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","ARNALDO","JACOBO"
"804",2012,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE SALUD PÚBLICA","M","HERRERA","AHUAD"
"805",2012,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE HACIENDA, FINANZAS, OBRAS Y SERVICIOS PÚBLICOS","M","RUBÉN","HASSAN"
"806",2012,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ECOLOGÍA Y RECURSOS NATURALES DE RENOVABLES","F","BINA","ROVIRA"
"807",2012,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE TRABAJO Y EMPLEO","F","NOEMÍ","GAUTO"
"808",2012,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE DESARROLLO SOCIAL, LA MUJER Y LA JUVENTUD","M","JOAQUÍN","LOSADA"
"809",2012,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE DERECHOS HUMANOS","M","SORIA","VIETA"
"810",2012,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DEL AGRO Y LA PRODUCCIÓN","M","JOAQUÍN","ORTEGA"
"811",2012,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE TURISMO","M","HUMBERTO","BLODEK"
"812",2013,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ACCIÓN COOPERATIVA, MUTUAL, COMERCIO E INTEGRACIÓN","F","FABIOLA","BIANCO"
"813",2013,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE COORDINACIÓN DE GABINETE","M","ADOLFO","ESCOBAR"
"814",2013,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO  DE GOBIERNO","M","DANIEL","FRANCO"
"815",2013,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE CULTURA, EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","ARNALDO","JACOBO"
"816",2013,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE SALUD PÚBLICA","M","HERRERA","AHUAD"
"817",2013,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE HACIENDA, FINANZAS, OBRAS Y SERVICIOS PÚBLICOS","M","RUBÉN","HASSAN"
"818",2013,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ECOLOGÍA Y RECURSOS NATURALES DE RENOVABLES","F","BINA","ROVIRA"
"819",2013,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE TRABAJO Y EMPLEO","F","NOEMÍ","GAUTO"
"820",2013,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE DESARROLLO SOCIAL, LA MUJER Y LA JUVENTUD","M","JOAQUÍN","LOSADA"
"821",2013,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE DERECHOS HUMANOS","M","SORIA","VIETA"
"822",2013,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DEL AGRO Y LA PRODUCCIÓN","M","JOAQUÍN","ORTEGA"
"823",2013,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE TURISMO","M","HUMBERTO","BLODEK"
"824",2014,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ACCIÓN COOPERATIVA, MUTUAL, COMERCIO E INTEGRACIÓN","F","FABIOLA","BIANCO"
"825",2014,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE COORDINACIÓN DE GABINETE","M","ADOLFO","ESCOBAR"
"826",2014,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO  DE GOBIERNO","M","DANIEL","FRANCO"
"827",2014,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE CULTURA, EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","ARNALDO","JACOBO"
"828",2014,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE SALUD PÚBLICA","M","HERRERA","AHUAD"
"829",2014,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE HACIENDA, FINANZAS, OBRAS Y SERVICIOS PÚBLICOS","M","RUBÉN","HASSAN"
"830",2014,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE ECOLOGÍA Y RECURSOS NATURALES DE RENOVABLES","F","BINA","ROVIRA"
"831",2014,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE TRABAJO Y EMPLEO","M","GUIDO","VALENZUELA"
"832",2014,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE DESARROLLO SOCIAL, LA MUJER Y LA JUVENTUD","M","JOAQUÍN","LOSADA"
"833",2014,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE DERECHOS HUMANOS","M","SRIA","VIETA"
"834",2014,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DEL AGRO Y LA PRODUCCIÓN","M","JOAQUÍN","ORTEGA"
"835",2014,"MISIONES",14,"Maurice Closs","Frente Renovador de la Concordia","MINISTERIO DE TURISMO","M","HUMBERTO","BLODEK"
"836",2008,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE DESARROLLO TERRITORIAL","M","ELSO","BERTOYA"
"837",2008,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE DESARROLLO SOCIAL","M","WALTER","JÖNSSON"
"838",2008,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE GOBIERNO, EDUCACION Y CULTURA","M","JORGE","TOBARES"
"839",2008,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE JUSTICIA, TRABAJO Y SEGURIDAD","M","CESAR","PEREZ"
"840",2008,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE SALUD Y SEGURIDAD SOCIAL","M","RUBEN","VINCENT"
"841",2008,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE HACIENDA, OBRAS Y SERVICIOS PUBLICAS","F","ESTHER","RUIZ"
"842",2009,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","Ministerio de Coordinación de Gabinete","F","GRACIELA","REINA"
"843",2009,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","Ministerio de Gobierno, Trabajo, Justicia
y Derechos Humanos","M","OMAR","TOBARES"
"844",2009,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","Ministerio de Hacienda y Obras Públicas","F","FELIPA","RUIZ"
"845",2009,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","Ministerio de Desarrollo Territorial","M","LEANDRO","BERTOYA"
"846",2009,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","Ministerio de Desarrollo Social","M","OMAR","PÉREZ"
"847",2009,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","Ministerio de Salud","M","RUBÉN","VINCENT"
"848",2010,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE DESARROLLO TERRITORIAL","M","LEANDRO","BERTOYA"
"849",2010,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE COORDINACIÓN DE GABINETE","F","GRACIELA","REINA"
"850",2010,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE GOBIERNO, EDUCACIÓN, JUSTICIA, TRABAJO Y DERECHOS HUMANOS","M","OMAR","TOBARES"
"851",2010,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE ECONOMÍA Y OBRAS PÚBLICAS","F","FELIPA","RUIZ"
"852",2010,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE DESARROLLO SOCIAL","M","OMAR","PÉREZ"
"853",2010,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE SALUD","M","RUBÉN","VINCENT"
"854",2011,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","Ministerio de Coordinadora de Gabinete","F","GRACIELA","REINA"
"855",2011,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","Ministerio de Hacienda y Obras Públicas","F","FELIPA","RUIZ"
"856",2011,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","Ministerio de Desarrollo Territorial","M","LEANDRO","BERTOYA"
"857",2011,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","Ministerio de Desarrollo Social","M","JOSÉ","RODRÍGUEZ"
"858",2011,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","Ministerio de Salud","M","RUBÉN","VINCENT"
"859",2012,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE DESARROLLO TERRITORIAL","M","LEANDRO","BERTOYA"
"860",2012,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE ENERGÍA Y SERVICIOS PÚBLICOS","M","ANÍBAL","COCO"
"861",2012,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE COORDINACIÓN DE GABINETE, SEGURIDAD Y TRABAJO","M","GABRIEL","GASTAMINZA"
"862",2012,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE GOBIERNO, EDUCACIÓN Y JUSTICIA","F","GRACIELA","REINA"
"863",2012,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE ECONOMÍA Y OBRAS PÚBLICAS","M","GUTIÉRREZ","GUTIÉRREZ"
"864",2012,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE DESARROLLO SOCIAL","M","JOSÉ","RODRÍGUEZ"
"865",2012,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE SALUD","M","OMAR","BUTIGUÉ"
"866",2013,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE ENERGÍA Y SERVICIOS PÚBLICOS","M","ANÍBAL","COCO"
"867",2013,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE COORDINACIÓN DE GABINETE, SEGURIDAD Y TRABAJO","M","GABRIEL","GASTAMINZA"
"868",2013,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE GOBIERNO, EDUCACIÓN Y JUSTICIA","F","GRACIELA","REINA"
"869",2013,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE ECONOMÍA Y OBRAS PÚBLICAS","M","GUTIÉRREZ","GUTIÉRREZ"
"870",2013,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE DESARROLLO TERRITORIAL","M","LEANDRO","BERTOYA"
"871",2013,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE DESARROLLO SOCIAL","M","JOSÉ","RODRÍGUEZ"
"872",2013,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE SALUD","M","OMAR","BUTIGUÉ"
"873",2014,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE DESARROLLO TERRITORIAL","M","LEANDRO","BERTOYA"
"874",2014,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE ENERGÍA Y SERVICIOS PÚBLICOS","M","ANÍBAL","COCO"
"875",2014,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE COORDINACIÓN DE GABINETE, SEGURIDAD Y TRABAJO","M","GABRIEL","GASTAMINZA"
"876",2014,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE GOBIERNO, EDUCACIÓN Y JUSTICIA","F","GRACIELA","REINA"
"877",2014,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE ECONOMÍA Y OBRAS PÚBLICAS","M","GUTIÉRREZ","GUTIÉRREZ"
"878",2014,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE DESARROLLO SOCIAL","M","JOSÉ","RODRÍGUEZ"
"879",2014,"NEUQUEN",15,"Jorge Sapag","Movimiento Popular Neuquino","MINISTERIO DE SALUD","M","OMAR","BUTIGUÉ"
"880",2008,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE EDUCACION","M","CESAR","BARBEITO"
"881",2008,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE GOBIERNO","M","JOSE","RODRIGUEZ"
"882",2008,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE HACIENDA, OBRAS Y SERVICIOS PUBLICOS","M","PABLO","VERANI"
"883",2008,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE LA FAMILIA","M","ALFREDO","PEGA"
"884",2008,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE LA PRODUCCION","M","JUAN","ACATINO"
"885",2008,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE TURISMO","M","JOSE","CONTRERAS"
