"","year","province","provincecode","gobernadore","partido","division","sex","name2","surname3"
"886",2008,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE SALUD","F","CRISTINA","URIA"
"887",2009,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE ECONOMÍA, HACIENDA, OBRAS Y SERVICIOS PÚBLICO","M","FEDERICO","VERANI"
"888",2009,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE GOBIERNO","M","RODOLFO","LARREGUY"
"889",2009,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE EDUCACIÓN Y DERECHOS HUMANOS","M","ALFREDO","BARBEITO"
"890",2009,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE SALUD","F","URÍA","URÍA"
"891",2009,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE TURISMO, CULTURA Y DEPORTE","M","OMAR","CONTRERAS"
"892",2009,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE PRODUCCIÓN","M","MANUEL","ACCATINO"
"893",2009,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE FAMILIA","M","DANIEL","PEGA"
"894",2010,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE ECONOMÍA, HACIENDA, OBRAS Y SERVICIOS PÚBLICO","M","FEDERICO","VERANI"
"895",2010,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE GOBIERNO","M","RODOLFO","LARREGUY"
"896",2010,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE EDUCACIÓN Y DERECHOS HUMANOS","M","ALFREDO","BARBEITO"
"897",2010,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE SALUD","F","URÍA","URÍA"
"898",2010,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE TURISMO, CULTURA Y DEPORTE","M","OMAR","CONTRERAS"
"899",2010,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE PRODUCCIÓN","M","MANUEL","ACCATINO"
"900",2010,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE FAMILIA","M","DANIEL","PEGA"
"901",2011,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE ECONOMÍA, HACIENDA, OBRAS Y SERVICIOS PÚBLICO","M","FEDERICO","VERANI"
"902",2011,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE GOBIERNO","M","RODOLFO","LARREGUY"
"903",2011,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE EDUCACIÓN Y DERECHOS HUMANOS","M","ALFREDO","BARBEITO"
"904",2011,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE SALUD","F","URÍA","URÍA"
"905",2011,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE TURISMO, CULTURA Y DEPORTE","M","OMAR","CONTRERAS"
"906",2011,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE PRODUCCIÓN","M","MANUEL","ACCATINO"
"907",2011,"RIO NEGRO",16,"Miguel Ángel Saiz","Concertación para el Desarrollo","MINISTERIO DE FAMILIA","M","DANIEL","PEGA"
"908",2012,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE OBRAS Y SERVICIOS PÚBLICOS","M","DEL","VALLE"
"909",2012,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE ECONOMÍA","M","PALMIERI","PALMIERI"
"910",2012,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","BAGLI","BAGLI"
"911",2012,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE EDUCACIÓN Y DERECHOS HUMANOS","M","MARCELO","MANGO"
"912",2012,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE SALUD","M","CARLOS","DELFINO"
"913",2012,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE TURISMO, CULTURA Y DEPORTE","M","ROVIRA","BOSCH"
"914",2012,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","M","VALLAZA","VALLAZA"
"915",2012,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE PRODUCCIÓN","M","BARDEGGIA","BARDEGGIA"
"916",2013,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE OBRAS Y SERVICIOS PÚBLICOS","M","VACA","NARVAJA"
"917",2013,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE ECONOMÍA","M","PALMIERI","PALMIERI"
"918",2013,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","DI","GIÁCOMO"
"919",2013,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE EDUCACIÓN Y DERECHOS HUMANOS","M","MARCELO","MANGO"
"920",2013,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE SALUD","M","CARLOS","DELFINO"
"921",2013,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE TURISMO, CULTURA Y DEPORTE","M","ROVIRA","BOSCH"
"922",2013,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE SEGURIDAD Y JUSTICIA","M","ALBRIEU","ALBRIEU"
"923",2013,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","M","PAILLALEF","PAILLALEF"
"924",2013,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE AGRICULTURA, GANADERÍA Y PESCA","M","AMADO","LEBED"
"925",2014,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE OBRAS Y SERVICIOS PÚBLICOS","M","VACA","NARVAJA"
"926",2014,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE ECONOMÍA","M","PALMIERI","PALMIERI"
"927",2014,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","DI","GIÁCOMO"
"928",2014,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE EDUCACIÓN Y DERECHOS HUMANOS","M","MARCELO","MANGO"
"929",2014,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE SALUD","M","CARLOS","DELFINO"
"930",2014,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE TURISMO, CULTURA Y DEPORTE","M","ROVIRA","BOSCH"
"931",2014,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE SEGURIDAD Y JUSTICIA","M","ALBRIEU","ALBRIEU"
"932",2014,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE DESARROLLO SOCIAL","M","PAILLALEF","PAILLALEF"
"933",2014,"RIO NEGRO",16,"Carlos Soria","Frente para la Victoria","MINISTERIO DE AGRICULTURA, GANADERÍA Y PESCA","M","AMADO","LEBED"
"934",2008,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE AMBIENTE Y DESARROLLO SUSTENTABLE","M","JULIO","NASSER"
"935",2008,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE DESARROLLO ECONOMICO","M","JULIO","LOUTAIF"
"936",2008,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE DESARROLLO HUMANO","M","CLAUDIO","MASTANDREA"
"937",2008,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE EDUCACION","M","LEOPOLDO","CAUWLAERT"
"938",2008,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE FINANZAS Y OBRAS PUBLICAS","M","CARLOS","(H)"
"939",2008,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE GOBIERNO","M","ANTONIO","MAROCCO"
"940",2008,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE JUSTICIA, SEGURIDAD Y DERECHOS HUMANOS","M","NICOLAS","CAMPOS"
"941",2008,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE SALUD PUBLICA","M","ALFREDO","QÜERIO"
"942",2008,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE TURISMO","M","HORACIO","CORNEJO"
"943",2008,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE TRABAJO Y PREVISION SOCIAL","F","NORA","GIMENEZ"
"944",2009,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE GOBIERNO Y JUSTICIA","M","KOSINER","KOSINER"
"945",2009,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","VAN","CAUWLAERT"
"946",2009,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE CULTURA Y TURISMO","M","POSADAS","POSADAS"
"947",2009,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE SALUD PÚBLICA","M","QÜERIO","QÜERIO"
"948",2009,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE AMBIENTE Y PRODUCCIÓN SUSTENTABLE","M","NASSER","NASSER"
"949",2009,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE TRABAJO Y PREVISIÓN SOCIAL","M","FORTUNY","FORTUNY"
"950",2009,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE ECONOMÍA, INFRAESTRUCTURA, SERVICIOS PÚBLICOS, OBRAS PÚBLICAS Y FINANZAS","M","ROBERTO","PARODI"
"951",2009,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE DESARROLLO HUMANO","M","MASTRANDREA","MASTRANDREA"
"952",2009,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE EDUCACION","M","LEOPOLDO","CAUWLAERT"
"953",2010,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE GOBIERNO Y JUSTICIA","M","KOSINER","KOSINER"
"954",2010,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","VAN","CAUWLAERT"
"955",2010,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE CULTURA Y TURISMO","M","POSADAS","POSADAS"
"956",2010,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE SALUD PÚBLICA","M","QÜERIO","QÜERIO"
"957",2010,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE AMBIENTE Y PRODUCCIÓN SUSTENTABLE","M","NASSER","NASSER"
"958",2010,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE TRABAJO Y PREVISIÓN SOCIAL","M","FORTUNY","FORTUNY"
"959",2010,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE ECONOMÍA, INFRAESTRUCTURA, SERVICIOS PÚBLICOS, OBRAS PÚBLICAS Y FINANZAS","M","ROBERTO","PARODI"
"960",2010,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE DESARROLLO HUMANO","M","MASTRANDREA","MASTRANDREA"
"961",2010,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE EDUCACION","M","LEOPOLDO","CAUWLAERT"
"962",2011,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE GOBIERNO Y JUSTICIA","M","KOSINER","KOSINER"
"963",2011,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","VAN","CAUWLAERT"
"964",2011,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE CULTURA Y TURISMO","M","POSADAS","POSADAS"
"965",2011,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE SALUD PÚBLICA","M","QÜERIO","QÜERIO"
"966",2011,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE AMBIENTE Y PRODUCCIÓN SUSTENTABLE","M","NASSER","NASSER"
"967",2011,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE TRABAJO Y PREVISIÓN SOCIAL","M","FORTUNY","FORTUNY"
"968",2011,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE ECONOMÍA, INFRAESTRUCTURA, SERVICIOS PÚBLICOS, OBRAS PÚBLICAS Y FINANZAS","M","ROBERTO","PARODI"
"969",2011,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE DESARROLLO HUMANO","M","MASTRANDREA","MASTRANDREA"
"970",2011,"SALTA",17,"Juan Manuel Urtubey","Convergencia Salteña","MINISTERIO DE EDUCACION","M","LEOPOLDO","CAUWLAERT"
"971",2012,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE GOBIERNO","M","CÉSAR","LOUTAIF"
"972",2012,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE JUSTICIA","F","INÉS","GUBAU"
"973",2012,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE DERECHOS HUMANOS","F","SILVIA","PACE"
"974",2012,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE SEGURIDAD","M","TROYANO","TROYANO"
"975",2012,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","DIB","ASHUR"
"976",2012,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE CULTURA Y TURISMO","M","MARIANO","AFRANLLIE"
"977",2012,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE SALUD PÚBLICA","M","HEREDIA","HEREDIA"
"978",2012,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE AMBIENTE Y PRODUCCIÓN SUSTENTABLE","M","DE","ANGELIS"
"979",2012,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE TRABAJO Y PREVISIÓN SOCIAL","M","FORTUNY","FORTUNY"
"980",2012,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE ECONOMÍA, INFRAESTRUCTURA, SERVICIOS PÚBLICOS, OBRAS PÚBLICAS Y FINANZAS","M","ROBERTO","PARODI"
"981",2012,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE DESARROLLO HUMANO","M","MASTRANDREA","MASTRANDREA"
"982",2013,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","ANTONIO","ASHUR"
"983",2013,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE CULTURA Y TURISMO","M","MARIANO","AFRANLLIE"
"984",2013,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE ECONOMÍA, INFRAESTRUCTURA Y SERVICIOS PÚBLICOS","M","ROBERTO","PARODI"
"985",2013,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE GOBIERNO","M","CÉSAR","LOUTAIF"
"986",2013,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE JUSTICIA","F","INÉS","GUBAU"
"987",2013,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE DERECHOS HUMANOS","F","SILVIA","PACE"
"988",2013,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE SEGURIDAD","M","CORNEJO","COSTAS"
"989",2013,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE SALUD PÚBLICA","M","HEREDIA","HEREDIA"
"990",2013,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE AMBIENTE Y PRODUCCIÓN SUSTENTABLE","M","DE","ANGELIS"
"991",2013,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE TRABAJO Y PREVISIÓN SOCIAL","M","GUSTAVO","COSTELLO"
"992",2014,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE GOBIERNO","M","ALBERTO","SYLVESTER"
"993",2014,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE JUSTICIA","F","PAMELA","CALLETTI"
"994",2014,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE DERECHOS HUMANOS","F","CANSINO","CANSINO"
"995",2014,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE SEGURIDAD","M","CORNEJO","COSTAS"
"996",2014,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","M","ANTONIO","ASHUR"
"997",2014,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE CULTURA Y TURISMO","M","MARIANO","AFRANLLIE"
"998",2014,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE SALUD PÚBLICA","M","GUIDO","NOUGUES"
"999",2014,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE AMBIENTE Y PRODUCCIÓN SUSTENTABLE","M","SARAVIA","SARAVIA"
"1000",2014,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE TRABAJO Y PREVISIÓN SOCIAL","M","GUSTAVO","COSTELLO"
"1001",2014,"SALTA",17,"Juan Manuel Urtubey","Frente Justicialista","MINISTERIO DE ECONOMÍA, INFRAESTRUCTURA Y SERVICIOS PÚBLICOS","M","ROBERTO","PARODI"
"1002",2008,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE DESARROLLO HUMANO Y PROMOCION SOCIAL","M","DANIEL","MOLINA"
"1003",2008,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","LORENZO","FERNANDEZ"
"1004",2008,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE HACIENDA Y FINANZAS","M","VICTOR","MOLINA"
"1005",2008,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA Y TECNOLOGIA","M","TOMAS","STRADA"
"1006",2008,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE LA PRODUCCION Y DESARROLLO ECONOMICO","M","RAUL","BENITEZ"
"1007",2008,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE SALUD PUBLICA","M","OSCAR","BALVERDI"
"1008",2008,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE EDUCACION","F","MARIA","DIAZ"
"1009",2009,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE DESARROLLO HUMANO Y PROMOCION SOCIAL","M","DANIEL","MOLINA"
"1010",2009,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","LORENZO","FERNANDEZ"
"1011",2009,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE HACIENDA Y FINANZAS","M","VICTOR","MOLINA"
"1012",2009,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA Y TECNOLOGIA","M","TOMAS","STRADA"
"1013",2009,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE LA PRODUCCION Y DESARROLLO ECONOMICO","M","RAUL","BENITEZ"
"1014",2009,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE SALUD PUBLICA","M","OSCAR","BALVERDI"
"1015",2009,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE EDUCACION","F","MARIA","DIAZ"
"1016",2010,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","EMILIO","FERNÁNDEZ"
"1017",2010,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE EDUCACIÓN","F","CRISTINA","DÍAZ"
"1018",2010,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE PRODUCCIÓN Y DESARROLLO ECONÓMICO","M","BENÍTEZ","BENÍTEZ"
"1019",2010,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA","M","JOSÉ","STRADA"
"1020",2010,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE DESARROLLO HUMANO Y PROMOCIÓN SOCIAL","M","HORACIO","MOLINA"
"1021",2010,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE HACIENDA Y FINANZAS","M","ALDO","MOLINA"
"1022",2010,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE SALUD PÚBLICA","M","ALEJANDRO","BALVERDI"
"1023",2011,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE EDUCACIÓN","F","CRISTINA","DÍAZ"
"1024",2011,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE PRODUCCIÓN Y DESARROLLO ECONÓMICO","M","BENÍTEZ","BENÍTEZ"
"1025",2011,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA","M","JOSÉ","STRADA"
"1026",2011,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE DESARROLLO HUMANO Y PROMOCIÓN SOCIAL","M","HORACIO","MOLINA"
"1027",2011,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE HACIENDA Y FINANZAS","M","ALDO","MOLINA"
"1028",2011,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE SALUD PÚBLICA","M","ALEJANDRO","BALVERDI"
"1029",2011,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","ADRIÁN","CUEVAS"
"1030",2012,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE MINERÍA","M","NELSON","SAAVEDRA"
"1031",2012,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","ADRIÁN","CUEVAS"
"1032",2012,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE EDUCACIÓN","F","CRISTINA","DÍAZ"
"1033",2012,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE PRODUCCIÓN Y DESARROLLO ECONÓMICO","M","EDUARDO","ALÓS"
"1034",2012,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA","M","JOSÉ","STRADA"
"1035",2012,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE DESARROLLO HUMANO Y PROMOCIÓN SOCIAL","M","HORACIO","MOLINA"
"1036",2012,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE HACIENDA Y FINANZAS","M","ALDO","MOLINA"
"1037",2012,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE SALUD PÚBLICA","M","ALEJANDRO","BALVERDI"
"1038",2012,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE TURISMO Y CULTURA","M","RAÚL","ELIZONDO"
"1039",2013,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE HACIENDA Y FINANZAS","M","ALCOBA","ALCOBA"
"1040",2013,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE MINERÍA","M","NELSON","SAAVEDRA"
"1041",2013,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","ADRIÁN","CUEVAS"
"1042",2013,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE EDUCACIÓN","F","CRISTINA","DÍAZ"
"1043",2013,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE PRODUCCIÓN Y DESARROLLO ECONÓMICO","M","EDUARDO","ALÓS"
"1044",2013,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE INFRAESTRUCTURA","M","JOSÉ","STRADA"
"1045",2013,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE DESARROLLO HUMANO Y PROMOCIÓN SOCIAL","M","HORACIO","MOLINA"
"1046",2013,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE SALUD PÚBLICA","M","ALEJANDRO","BALVERDI"
"1047",2013,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE TURISMO Y CULTURA","M","RAÚL","ELIZONDO"
"1048",2014,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE MINERÍA","M","NELSON","SAAVEDRA"
"1049",2014,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE GOBIERNO","M","ADRIÁN","CUEVAS"
"1050",2014,"SAN JUAN",18,"José Luis Gioja","Frente para la Victoria","MINISTERIO DE EDUCACIÓN","F","CRISTINA","DÍAZ"
